AC_Number,Constituency_Name,District,Type,Predicted_Winner,Predicted_Winner_Prob,P_All India Trinamool Congress,P_Bharatiya Janta Party,P_OTHER
269,Purbasthali Uttar,Barddhaman,GEN,All India Trinamool Congress,0.7998691720683727,0.7998691720683727,0.16661358640559198,0.033517241526035274
199,Pursurah,Hugli,GEN,Bharatiya Janta Party,0.9890656966774305,0.009346229690831641,0.9890656966774305,0.0015880736317379054
242,Purulia,Puruliya,GEN,Bharatiya Janta Party,0.9919823479247198,0.00706590177899811,0.9919823479247198,0.0009517502962821051
59,Raghunathganj,Murshidabad,GEN,All India Trinamool Congress,0.7679622798718128,0.7679622798718128,0.20045081725135272,0.0315869028768345
246,Raghunathpur,Puruliya,SC,Bharatiya Janta Party,0.9948019331186075,0.004550817607435977,0.9948019331186075,0.0006472492739564653
134,Raidighi,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.7537633990522591,0.7537633990522591,0.17529458272043144,0.07094201822730951
35,Raiganj,Uttar Dinajpur,GEN,Bharatiya Janta Party,0.8032080950442856,0.16491616588155827,0.8032080950442856,0.03187573907415599
261,Raina,Barddhaman,SC,All India Trinamool Congress,0.7742282001435961,0.7742282001435961,0.19255640422495154,0.03321539563145246
250,Raipur,Bankura,ST,All India Trinamool Congress,0.7162141748641396,0.7162141748641396,0.2600609302345165,0.023724894901343954
117,Rajarhat  Gopalpur,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.7543367337144713,0.7543367337144713,0.19734793841757184,0.04831532786795688
115,Rajarhat New Town,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.8126266438146118,0.8126266438146118,0.14476278420759384,0.042610571977794415
18,Rajganj,Jalpaiguri,SC,Bharatiya Janta Party,0.988976315156552,0.008728263921668686,0.988976315156552,0.00229542092177926
217,Ramnagar,Purba Medinipur,GEN,All India Trinamool Congress,0.6533899524700244,0.6533899524700244,0.32118163233869423,0.02542841519128143
291,Rampurhat,Birbhum,GEN,All India Trinamool Congress,0.7220473601176729,0.7220473601176729,0.2536100385499236,0.024342601332403558
90,Ranaghat Dakshin,Nadia,SC,Bharatiya Janta Party,0.9982238074302926,0.0009693393629043533,0.9982238074302926,0.000806853206802975
87,Ranaghat Uttar Paschim,Nadia,GEN,Bharatiya Janta Party,0.9947767251419412,0.003542030644351439,0.9947767251419412,0.0016812442137073692
89,Ranaghat Uttar Purba,Nadia,SC,Bharatiya Janta Party,0.9911269898482529,0.007718654036643533,0.9911269898482529,0.001154356115103516
249,Ranibandh,Bankura,ST,Bharatiya Janta Party,0.5682781893621156,0.4147501620684108,0.5682781893621156,0.016971648569473485
278,Raniganj,Barddhaman,GEN,Bharatiya Janta Party,0.983467977130391,0.012987062934659722,0.983467977130391,0.0035449599349492945
63,Raninagar,Murshidabad,GEN,All India Trinamool Congress,0.7660553532009985,0.7660553532009985,0.20510417710239037,0.0288404696966111
160,Rashbehari,Kolkata,GEN,All India Trinamool Congress,0.7446277470260776,0.7446277470260776,0.20338657129926418,0.051985681674658245
48,Ratua,Maldah,GEN,All India Trinamool Congress,0.6119974684793738,0.6119974684793738,0.35881415485800716,0.02918837666261904
70,Rejinagar,Murshidabad,GEN,All India Trinamool Congress,0.8438867850310374,0.8438867850310374,0.12663672580474652,0.029476489164216062
226,Sabang,Paschim Medinipur,GEN,All India Trinamool Congress,0.7422955262622122,0.7422955262622122,0.22378770413999777,0.03391676959779012
132,Sagar,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.7289785176758603,0.7289785176758603,0.1765347789045554,0.09448670341958426
60,Sagardighi,Murshidabad,GEN,All India Trinamool Congress,0.8414944388170273,0.8414944388170273,0.1276012581963035,0.030904302986669196
289,Sainthia,Birbhum,SC,All India Trinamool Congress,0.5892150559236057,0.5892150559236057,0.390445238533773,0.02033970554262143
234,Salboni,Paschim Medinipur,GEN,Bharatiya Janta Party,0.7838798047413026,0.13081369590100828,0.7838798047413026,0.08530649935768923
247,Saltora,Bankura,SC,Bharatiya Janta Party,0.9945554975936689,0.004868832732535128,0.9945554975936689,0.0005756696737960039
56,Samserganj,Murshidabad,GEN,All India Trinamool Congress,0.7790801954777291,0.7790801954777291,0.1888991356072759,0.032020668914994804
123,Sandeshkhali,North Twenty Four Parganas,ST,All India Trinamool Congress,0.8223738902955624,0.8223738902955624,0.14117465437869986,0.03645145532573785
174,Sankrail,Haora,SC,All India Trinamool Congress,0.8169770085161162,0.8169770085161162,0.145666644023366,0.0373563474605179
86,Santipur,Nadia,GEN,Bharatiya Janta Party,0.9946705747985976,0.004550782533034467,0.9946705747985976,0.0007786426683680731
193,Saptagram,Hugli,GEN,All India Trinamool Congress,0.7009160942528604,0.7009160942528604,0.264216349306957,0.03486755644018259
145,Satgachhia,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.770168288887526,0.770168288887526,0.16103084728337394,0.06880086382909989
172,Shibpur,Haora,GEN,All India Trinamool Congress,0.8188362178284527,0.8188362178284527,0.14366993028442052,0.03749385188712667
166,Shyampukur,Kolkata,GEN,All India Trinamool Congress,0.7670488190695409,0.7670488190695409,0.18336861316103423,0.04958256776942493
179,Shyampur,Haora,GEN,All India Trinamool Congress,0.7149884642946439,0.7149884642946439,0.24628695063305328,0.03872458507230272
26,Siliguri,Darjiling,GEN,Bharatiya Janta Party,0.8047577778442743,0.1429970966045046,0.8047577778442743,0.052245125551221114
188,Singur,Hugli,GEN,All India Trinamool Congress,0.8359051255035684,0.8359051255035684,0.13199156616690377,0.032103308329527756
6,Sitai,Koch Bihar,SC,Bharatiya Janta Party,0.9957149739709859,0.001694854628924656,0.9957149739709859,0.0025901714000894976
5,Sitalkuchi,Koch Bihar,SC,Bharatiya Janta Party,0.9978152649431523,0.0009901522387494896,0.9978152649431523,0.0011945828180981342
258,Sonamukhi,Bankura,SC,Bharatiya Janta Party,0.9960441237818418,0.003504877323804248,0.9960441237818418,0.0004509988943538847
147,Sonarpur Dakshin,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.784388224177137,0.784388224177137,0.15892604444922293,0.056685731373639955
151,Sonarpur Uttar,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.7949322890750063,0.7949322890750063,0.1608647985878092,0.044202912337184576
186,Sreerampur,Hugli,GEN,All India Trinamool Congress,0.672267868907548,0.672267868907548,0.28849931404064066,0.039232817051811364
53,Sujapur,Maldah,GEN,All India Trinamool Congress,0.7995643581642184,0.7995643581642184,0.1690678121649051,0.031367829670876445
285,Suri,Birbhum,GEN,All India Trinamool Congress,0.6329075742706525,0.6329075742706525,0.34275507747357464,0.02433734825577294
57,Suti,Murshidabad,GEN,All India Trinamool Congress,0.8259142428665182,0.8259142428665182,0.14506721691868774,0.029018540214794136
98,Swarupnagar,North Twenty Four Parganas,SC,All India Trinamool Congress,0.6180883810645781,0.6180883810645781,0.3527958924500346,0.029115726485387353
251,Taldangra,Bankura,GEN,All India Trinamool Congress,0.6852456388898047,0.6852456388898047,0.2931691573408729,0.021585203769322353
203,Tamluk,Purba Medinipur,GEN,All India Trinamool Congress,0.6689669727462041,0.6689669727462041,0.2898278094094212,0.04120521784437479
40,Tapan,Dakshin Dinajpur,ST,Bharatiya Janta Party,0.9913419767963392,0.0033952854988597066,0.9913419767963392,0.005262737704801179
198,Tarakeswar,Hugli,GEN,All India Trinamool Congress,0.7979388967026186,0.7979388967026186,0.16922397392259533,0.03283712937478598
78,Tehatta,Nadia,GEN,All India Trinamool Congress,0.5223288200804981,0.5223288200804981,0.45589138681621066,0.021779793103291208
152,Tollyganj,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.7512054607398438,0.7512054607398438,0.20414533715937,0.04464920210078612
9,Tufanganj,Koch Bihar,GEN,Bharatiya Janta Party,0.9957242112092777,0.002928310900509557,0.9957242112092777,0.0013474778902127554
182,Udaynarayanpur,Haora,GEN,All India Trinamool Congress,0.8189914723398065,0.8189914723398065,0.14418075593367072,0.03682777172652284
178,Uluberia Dakshin,Haora,GEN,All India Trinamool Congress,0.7966096655750073,0.7966096655750073,0.16713666947048605,0.036253664954506666
176,Uluberia Purba,Haora,GEN,All India Trinamool Congress,0.821123044041874,0.821123044041874,0.14179401238528788,0.0370829435728382
177,Uluberia Uttar,Haora,SC,All India Trinamool Congress,0.8173812449803798,0.8173812449803798,0.1445078823805727,0.03811087263904752
185,Uttarpara,Hugli,GEN,All India Trinamool Congress,0.7957952920556616,0.7957952920556616,0.1637478826965406,0.04045682524779788
