AC_Number,Constituency_Name,District,Type,Predicted_Winner,Predicted_Winner_Prob,Candidate_Present,Candidate_Placeholder,P_All India Trinamool Congress,P_Bharatiya Janta Party,P_OTHER
19,Dabgram-Fulbari,Jalpaiguri,GEN,Bharatiya Janta Party,0.9961657442579264,0,0,0.0007137198672286161,0.9961657442579264,0.0031205358748450833
219,Dantan,Paschim Medinipur,GEN,Bharatiya Janta Party,0.5238044689787619,0,0,0.47203296791851285,0.5238044689787619,0.004162563102725156
23,Darjeeling,Darjiling,GEN,Bharatiya Janta Party,0.9979568996526191,0,0,0.00031652182932905806,0.9979568996526191,0.0017265785180518088
230,Daspur,Paschim Medinipur,GEN,Bharatiya Janta Party,0.7377950986764314,0,0,0.24989798869982002,0.7377950986764314,0.012306912623748535
229,Debra,Paschim Medinipur,GEN,All India Trinamool Congress,0.6618724863137111,0,0,0.6618724863137111,0.33389706247229356,0.004230451213995396
120,Deganga,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.9867993554555027,0,0,0.9867993554555027,0.01095161290091048,0.002249031643586928
197,Dhanekhali,Hugli,SC,All India Trinamool Congress,0.7308840343047897,0,0,0.7308840343047897,0.25728641649539186,0.01182954919981841
15,Dhupguri,Jalpaiguri,SC,Bharatiya Janta Party,0.992606561872771,0,0,0.0008069611491782281,0.992606561872771,0.00658647697805079
143,Diamond Harbour,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.872672410496461,0,0,0.872672410496461,0.09384895472542884,0.033478634778110125
7,Dinhata,Koch Bihar,GEN,Bharatiya Janta Party,0.9974906396150136,0,0,0.0005057271645535867,0.9974906396150136,0.0020036332204327665
184,Domjur,Haora,GEN,All India Trinamool Congress,0.9241300425634251,0,0,0.9241300425634251,0.05180627148698537,0.024063685949589488
75,Domkal,Murshidabad,GEN,All India Trinamool Congress,0.8909534129483239,0,0,0.8909534129483239,0.10182248105001693,0.007224106001659327
284,Dubrajpur,Birbhum,SC,Bharatiya Janta Party,0.9915260608001994,0,0,0.008125544363440757,0.9915260608001994,0.000348394836359747
114,Dum Dum,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.9489599056138681,0,0,0.9489599056138681,0.04438308097405307,0.006657013412078705
110,Dum Dum Uttar,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.8534564255121307,0,0,0.8534564255121307,0.13815750434209292,0.008386070145776347
277,Durgapur Paschim,Barddhaman,GEN,Bharatiya Janta Party,0.9902031785506364,0,0,0.008933131405655527,0.9902031785506364,0.0008636900437080374
276,Durgapur Purba,Barddhaman,GEN,Bharatiya Janta Party,0.9660811293840307,0,0,0.031297576969735084,0.9660811293840307,0.0026212936462342543
218,Egra,Purba Medinipur,GEN,All India Trinamool Congress,0.8288939020335374,0,0,0.8288939020335374,0.15932383508097894,0.011782262885483735
51,Englishbazar,Maldah,GEN,Bharatiya Janta Party,0.99608177989577,0,0,0.0024911570069660674,0.99608177989577,0.0014270630972639709
163,Entally,Kolkata,GEN,All India Trinamool Congress,0.9934474171682639,0,0,0.9934474171682639,0.004573146859076559,0.0019794359726596116
13,Falakata,Jalpaiguri,SC,Bharatiya Janta Party,0.9976118020818977,0,0,0.0013896206704274738,0.9976118020818977,0.000998577247674718
144,Falta,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.995274066352767,0,0,0.995274066352767,0.003400778159321703,0.0013251554879112279
55,Farakka,Murshidabad,GEN,All India Trinamool Congress,0.9889272725783169,0,0,0.9889272725783169,0.009558269748344131,0.001514457673339056
97,Gaighata,North Twenty Four Parganas,SC,Bharatiya Janta Party,0.9983305662667012,0,0,0.001564577134120154,0.9983305662667012,0.00010485659917851433
274,Galsi,Barddhaman,SC,All India Trinamool Congress,0.9773941119156233,0,0,0.9773941119156233,0.02142513032383048,0.0011807577605462021
41,Gangarampur,Dakshin Dinajpur,SC,Bharatiya Janta Party,0.983879663961364,0,0,0.008064742320961271,0.983879663961364,0.008055593717674845
233,Garbeta,Paschim Medinipur,GEN,All India Trinamool Congress,0.856700349265101,0,0,0.856700349265101,0.14033251561529447,0.0029671351196044345
44,Gazole,Maldah,SC,Bharatiya Janta Party,0.9904507404916423,0,0,0.006735569643475381,0.9904507404916423,0.0028136898648824043
231,Ghatal,Paschim Medinipur,SC,Bharatiya Janta Party,0.9963754040727149,0,0,0.002823264218539874,0.9963754040727149,0.0008013317087453687
30,Goalpokhar,Uttar Dinajpur,GEN,All India Trinamool Congress,0.84904717474506,0,0,0.84904717474506,0.10451378364524475,0.0464390416096954
201,Goghat,Hugli,SC,Bharatiya Janta Party,0.9971050601098923,0,0,0.0026013781388151726,0.9971050601098923,0.00029356175129263224
221,Gopiballavpur,Paschim Medinipur,GEN,All India Trinamool Congress,0.8592578116801942,0,0,0.8592578116801942,0.1374424224474093,0.0032997658723964334
127,Gosaba,South  Twenty Four Parganas,SC,All India Trinamool Congress,0.9694829415864709,0,0,0.9694829415864709,0.027075614757260322,0.0034414436562688446
43,Habibpur,Maldah,ST,Bharatiya Janta Party,0.9954099554530107,0,0,0.002781008681452559,0.9954099554530107,0.0018090358655367565
100,Habra,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.85362131529267,0,0,0.85362131529267,0.14010292132446409,0.006275763382865854
209,Haldia,Purba Medinipur,SC,Bharatiya Janta Party,0.8852420871499449,0,0,0.11202004934739965,0.8852420871499449,0.002737863502655519
292,Hansan,Birbhum,GEN,All India Trinamool Congress,0.9971910025374321,0,0,0.9971910025374321,0.002628425693065235,0.00018057176950275134
121,Haroa,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.9655832799711797,0,0,0.9655832799711797,0.026212176695385288,0.008204543333435146
73,Hariharpara,Murshidabad,GEN,All India Trinamool Congress,0.6682005953947698,0,0,0.6682005953947698,0.32501499975235926,0.0067844048528708616
93,Haringhata,Nadia,SC,Bharatiya Janta Party,0.9973382926977628,0,0,0.002384902584710805,0.9973382926977628,0.0002768047175263741
196,Haripal,Hugli,GEN,All India Trinamool Congress,0.868443412552978,0,0,0.868443412552978,0.12282372461640222,0.008732862830619846
42,Harirampur,Dakshin Dinajpur,GEN,All India Trinamool Congress,0.8563368080842767,0,0,0.8563368080842767,0.11948197230990518,0.02418121960581812
46,Harischandrapur,Maldah,GEN,All India Trinamool Congress,0.9726341824364856,0,0,0.9726341824364856,0.025992758783321936,0.0013730587801923993
33,Hemtabad,Uttar Dinajpur,SC,Bharatiya Janta Party,0.5124233335834197,0,0,0.4705433187830872,0.5124233335834197,0.017033347633493113
126,Hingalganj,North Twenty Four Parganas,SC,All India Trinamool Congress,0.8229176938502554,0,0,0.8229176938502554,0.1720619606193957,0.005020345530348831
173,Howrah Dakshin,Haora,GEN,All India Trinamool Congress,0.9832454545924779,0,0,0.9832454545924779,0.014859041635074545,0.0018955037724475811
171,Howrah Madhya,Haora,GEN,All India Trinamool Congress,0.9718199420264472,0,0,0.9718199420264472,0.024302842682360642,0.00387721529119217
170,Howrah Uttar,Haora,GEN,All India Trinamool Congress,0.8725846128513518,0,0,0.8725846128513518,0.056873758000091645,0.0705416291485566
257,Indus,Bankura,SC,Bharatiya Janta Party,0.9979362444277979,0,0,0.0017873118663442715,0.9979362444277979,0.0002764437058578135
29,Islampur,Uttar Dinajpur,GEN,All India Trinamool Congress,0.853168858088637,0,0,0.853168858088637,0.12536882905989807,0.021462312851465007
36,Itahar,Uttar Dinajpur,GEN,All India Trinamool Congress,0.9441864862637015,0,0,0.9441864862637015,0.050390110012879796,0.0054234037234187895
150,Jadavpur,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.9756588579956468,0,0,0.9756588579956468,0.018912547586262943,0.005428594418090325
183,Jagatballavpur,Haora,GEN,All India Trinamool Congress,0.9678768499991417,0,0,0.9678768499991417,0.02310646058453864,0.00901668941631981
106,Jagatdal,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.9787993975826267,0,0,0.9787993975826267,0.010968050197521563,0.010232552219851672
76,Jalangi,Murshidabad,GEN,All India Trinamool Congress,0.9369827367194976,0,0,0.9369827367194976,0.06097762655114577,0.00203963672935668
17,Jalpaiguri,Jalpaiguri,SC,Bharatiya Janta Party,0.7087556104418258,0,0,0.271103531763496,0.7087556104418258,0.020140857794678186
262,Jamalpur,Barddhaman,SC,All India Trinamool Congress,0.9713491564835764,0,0,0.9713491564835764,0.02811002754015624,0.0005408159762672344
279,Jamuria,Barddhaman,GEN,All India Trinamool Congress,0.7512831655498561,0,0,0.7512831655498561,0.22755583504644555,0.02116099940369829
195,Jangipara,Hugli,GEN,All India Trinamool Congress,0.9641842463649902,0,0,0.9641842463649902,0.03340067702529326,0.002415076609716512
58,Jangipur,Murshidabad,GEN,All India Trinamool Congress,0.8642855193917718,0,0,0.8642855193917718,0.1304638802838152,0.005250600324413103
136,Jaynagar,South  Twenty Four Parganas,SC,All India Trinamool Congress,0.9819758640179397,0,0,0.9819758640179397,0.017050434860051637,0.0009737011220086368
222,Jhargram,Paschim Medinipur,GEN,All India Trinamool Congress,0.9813545248461415,0,0,0.9813545248461415,0.01813461319752934,0.0005108619563292381
165,Jorasanko,Kolkata,GEN,All India Trinamool Congress,0.6699586475198782,0,0,0.6699586475198782,0.31581674133267085,0.014224611147450841
241,Joypur,Puruliya,GEN,Bharatiya Janta Party,0.9956204827815154,0,0,0.004011806357730338,0.9956204827815154,0.00036771086075422217
131,Kakdwip,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.5889003283749503,0,0,0.5889003283749503,0.29709077205898626,0.11400889956606339
11,Kalchini,Jalpaiguri,ST,Bharatiya Janta Party,0.9984066735071975,0,0,0.0008609048482996734,0.9984066735071975,0.0007324216445029674
34,Kaliaganj,Uttar Dinajpur,SC,Bharatiya Janta Party,0.9931695462750176,0,0,0.00427270162959531,0.9931695462750176,0.0025577520953870337
80,Kaliganj,Nadia,GEN,All India Trinamool Congress,0.9594987265204286,0,0,0.9594987265204286,0.039725383192447845,0.0007758902871235784
22,Kalimpong,Darjiling,GEN,OTHER,0.690703257972146,0,0,0.022220881172937933,0.28707586085491604,0.690703257972146
264,Kalna,Barddhaman,SC,All India Trinamool Congress,0.7212659759878356,0,0,0.7212659759878356,0.277578505122693,0.001155518889471408
92,Kalyani,Nadia,SC,Bharatiya Janta Party,0.9995672849790006,0,0,0.0003375514206013317,0.9995672849790006,9.516360039809432e-05
112,Kamarhati,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.9863049830791156,0,0,0.9863049830791156,0.008903221665988377,0.004791795254895882
68,Kandi,Murshidabad,GEN,All India Trinamool Congress,0.9392703369956424,0,0,0.9392703369956424,0.056125825871442665,0.004603837132914849
216,Kanthi Dakshin,Purba Medinipur,GEN,Bharatiya Janta Party,0.9892950459721813,0,0,0.009775741189069315,0.9892950459721813,0.0009292128387493221
213,Kanthi Uttar,Purba Medinipur,GEN,Bharatiya Janta Party,0.983422991375125,0,0,0.009387902855591783,0.983422991375125,0.007189105769283234
32,Karandighi,Uttar Dinajpur,GEN,All India Trinamool Congress,0.7013008520118209,0,0,0.7013008520118209,0.2939174617599542,0.004781686228224847
77,Karimpur,Nadia,GEN,All India Trinamool Congress,0.5945451449103485,0,0,0.5945451449103485,0.3931352512601288,0.012319603829522623
149,Kasba,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.9695927723567872,0,0,0.9695927723567872,0.02211733920626766,0.00828988843694523
244,Kashipur,Puruliya,GEN,Bharatiya Janta Party,0.9964749959318744,0,0,0.0028063504543390906,0.9964749959318744,0.000718653613786558
168,Kashipur-Belgachhia,Kolkata,GEN,All India Trinamool Congress,0.9918870639393804,0,0,0.9918870639393804,0.006069296935951367,0.002043639124668162
256,Katulpur,Bankura,SC,Bharatiya Janta Party,0.9980716780122814,0,0,0.0008106368553913725,0.9980716780122814,0.001117685132327377
270,Katwa,Barddhaman,GEN,All India Trinamool Congress,0.9144537844290663,0,0,0.9144537844290663,0.08229557444096612,0.003250641129967518
223,Keshiary,Paschim Medinipur,ST,All India Trinamool Congress,0.8682967287214026,0,0,0.8682967287214026,0.12997752288694886,0.0017257483916484756
235,Keshpur,Paschim Medinipur,SC,All India Trinamool Congress,0.6310780749039723,0,0,0.6310780749039723,0.3468675758016502,0.02205434929437746
271,Ketugram,Barddhaman,GEN,All India Trinamool Congress,0.9822301883540688,0,0,0.9822301883540688,0.017010294948508677,0.0007595166974224292
202,Khanakul,Hugli,GEN,Bharatiya Janta Party,0.9952173997521001,0,0,0.00411065119933602,0.9952173997521001,0.0006719490485638552
259,Khandaghosh,Barddhaman,SC,All India Trinamool Congress,0.9450872637967249,0,0,0.9450872637967249,0.05352804949165858,0.001384686711616464
228,Kharagpur,Paschim Medinipur,GEN,All India Trinamool Congress,0.9815168603576543,0,0,0.9815168603576543,0.017129149390245825,0.001353990252099974
224,Kharagpur Sadar,Paschim Medinipur,GEN,Bharatiya Janta Party,0.9912376206989402,0,0,0.005612960389745982,0.9912376206989402,0.003149418911313854
109,Khardaha,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.9903176496299714,0,0,0.9903176496299714,0.007267230253486991,0.0024151201165416142
66,Khargram,Murshidabad,SC,All India Trinamool Congress,0.9456062481028066,0,0,0.9456062481028066,0.05100544932719163,0.0033883025700017335
215,Khejuri,Purba Medinipur,SC,Bharatiya Janta Party,0.9902570482949319,0,0,0.0072045997563457646,0.9902570482949319,0.0025383519487223506
158,Kolkata Port,Kolkata,GEN,All India Trinamool Congress,0.993117761138458,0,0,0.993117761138458,0.0051403420053601325,0.001741896856181913
83,Krishnanagar Uttar,Nadia,GEN,Bharatiya Janta Party,0.9844416084563798,0,0,0.015000375771505701,0.9844416084563798,0.0005580157721143592
88,Krishnaganj,Nadia,SC,Bharatiya Janta Party,0.997758774439475,0,0,0.001581505915688473,0.997758774439475,0.0006597196448364819
85,Krishnanagar Dakshin,Nadia,GEN,All India Trinamool Congress,0.5550105651506229,0,0,0.5550105651506229,0.42579912912916396,0.019190305720213262
133,Kulpi,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.9877730598874149,0,0,0.9877730598874149,0.009528639771911172,0.0026983003406737963
129,Kultali,South  Twenty Four Parganas,SC,All India Trinamool Congress,0.9437171700431393,0,0,0.9437171700431393,0.04315652451658054,0.013126305440280168
282,Kulti,Barddhaman,GEN,Bharatiya Janta Party,0.9950897383161258,0,0,0.003966673277606568,0.9950897383161258,0.0009435884062676338
38,Kumarganj,Dakshin Dinajpur,GEN,All India Trinamool Congress,0.6896968643990777,0,0,0.6896968643990777,0.29497051361376825,0.015332621987154101
10,Kumargram,Jalpaiguri,ST,Bharatiya Janta Party,0.996487873201669,0,0,0.0018992602731822319,0.996487873201669,0.001612866525148873
24,Kurseong,Darjiling,GEN,Bharatiya Janta Party,0.9925416782834613,0,0,0.0008182770630736714,0.9925416782834613,0.006640044653464929
37,Kushmandi,Dakshin Dinajpur,SC,Bharatiya Janta Party,0.5034828676452174,0,0,0.45396012798657276,0.5034828676452174,0.042557004368209826
288,Labhpur,Birbhum,GEN,All India Trinamool Congress,0.9514896199994073,0,0,0.9514896199994073,0.04633056674089102,0.0021798132597016934
61,Lalgola,Murshidabad,GEN,All India Trinamool Congress,0.9916553646337218,0,0,0.9916553646337218,0.007324894828310879,0.0010197405379672396
14,Madarihat,Jalpaiguri,ST,Bharatiya Janta Party,0.9819126018428269,0,0,0.006090444274567068,0.9819126018428269,0.011996953882605937
118,Madhyamgram,North Twenty Four Parganas,GEN,All India Trinamool Congress,0.9909691506676405,0,0,0.9909691506676405,0.005814222969889471,0.003216626362470022
142,Magrahat Paschim,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.9932538558702921,0,0,0.9932538558702921,0.00546639527699689,0.0012797488527110277
141,Magrahat Purba,South  Twenty Four Parganas,SC,All India Trinamool Congress,0.9871762657143601,0,0,0.9871762657143601,0.011620362776213904,0.0012033715094259712
155,Maheshtala,South  Twenty Four Parganas,GEN,All India Trinamool Congress,0.9937596100180033,0,0,0.9937596100180033,0.005179055434682157,0.0010613345473145246
208,Mahishadal,Purba Medinipur,GEN,All India Trinamool Congress,0.693390693221748,0,0,0.693390693221748,0.2986364384413777,0.007972868336874262
20,Mal,Jalpaiguri,ST,Bharatiya Janta Party,0.9448366985070946,0,0,0.04706786665271019,0.9448366985070946,0.00809543484019522
47,Malatipur,Maldah,GEN,All India Trinamool Congress,0.983715841061505,0,0,0.983715841061505,0.013137866056909626,0.0031462928815853674
50,Maldaha,Maldah,SC,Bharatiya Janta Party,0.6980529409648945,0,0,0.298759487127742,0.6980529409648945,0.003187571907363568
243,Manbazar,Puruliya,ST,All India Trinamool Congress,0.803914525891005,0,0,0.803914525891005,0.19434072781666847,0.001744746292326457
135,Mandirbazar,South  Twenty Four Parganas,SC,All India Trinamool Congress,0.969476811916817,0,0,0.969476811916817,0.025045385117646677,0.005477802965536255
272,Mongalkote,Barddhaman,GEN,All India Trinamool Congress,0.9941173019892146,0,0,0.9941173019892146,0.00553103774947354,0.00035166026131200253
49,Manikchak,Maldah,GEN,All India Trinamool Congress,0.8392061092167399,0,0,0.8392061092167399,0.15816393758127573,0.0026299532019844933
